EmployeeId,PayComponent,EndDatefromPeriod,Account,Account_Name,Deptid,ProjectID,FundCode,PositionID,Emp_Dept_ID,ProgramCode,Ledger_Budget_Debit_minus_Credit,TransactionAmount,FiscalYearName
15001,Medicare (ER),1/2/21,51100,Fringe Benefits,38,,1,32562,38,,137.08,137.08,2021
15001,Workers' Comp,1/2/21,57310,Workers Compensation,38,,1,32562,38,,946.21,946.21,2021
15001,PMG Management Incentive Pay,1/2/21,51100,Fringe Benefits,38,,1,32562,38,,711.21,711.21,2021
15001,CalPERS Classic - Police (ER Plan Rate),1/2/21,51100,Fringe Benefits,38,,1,32562,38,,"2,101.23","2,101.23",2021
15001,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,38,,1,32562,38,,56.7,56.7,2021
15001,PMG Holiday Worked,1/2/21,51100,Fringe Benefits,38,,1,32562,38,,"1,066.81","1,066.81",2021
15001,Dental Allotment,1/2/21,51100,Fringe Benefits,38,,1,32562,38,,58.47,58.47,2021
15001,Voice Cell Phone (Amt Based),1/2/21,51100,Fringe Benefits,38,,1,32562,38,,20,20,2021
15001,Health Allotment,1/2/21,51100,Fringe Benefits,38,,1,32562,38,,870.79,870.79,2021
15001,Educational Incentive Pay (Pct Based),1/2/21,51010,Salaries - Full Time,38,,1,32562,38,,595.33,595.33,2021
15001,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,38,,1,32562,38,,18,18,2021
15001,Cell Phone Data,1/2/21,51100,Fringe Benefits,38,,1,32562,38,,15,15,2021
15001,Hourly FT Regular,1/2/21,51010,Salaries - Full Time,38,,1,32562,38,,"7,041.60","7,041.60",2021
17226,Vision VSP Executive,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,78.74,78.74,2021
17226,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,41,,1,31326,41,,72.99,72.99,2021
17226,Short Term Disability,1/2/21,57410,Disability/Unemployment,41,,1,31326,41,,0.68,0.68,2021
17226,Voice Cell Phone (Amt Based),1/2/21,51100,Fringe Benefits,41,,1,31326,41,,35,35,2021
17226,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,6.36,6.36,2021
17226,Long Term Disability,1/2/21,57410,Disability/Unemployment,41,,1,31326,41,,62.99,62.99,2021
17226,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,1.47,1.47,2021
17226,Health Allotment,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,931.61,931.61,2021
17226,Cell Phone Data,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,15,15,2021
17226,Dental Allotment,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,58.47,58.47,2021
17226,CalPERS Fire UAL/POB,1/2/21,51063,Fire CalPERS UAL/POB,41,,1,31326,41,,"2,544.02","2,544.02",2021
17226,CalPERS Classic - Fire (ER Plan Rate),1/2/21,51100,Fringe Benefits,41,,1,31326,41,,"2,399.98","2,399.98",2021
17226,Medicare (ER),1/2/21,51100,Fringe Benefits,41,,1,31326,41,,175.22,175.22,2021
17226,1959 PERS Survivor Benefit-Fire,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,0.93,0.93,2021
17226,Hourly FT Regular,1/2/21,51010,Salaries - Full Time,41,,1,31326,41,,"1,514.30","1,514.30",2021
17226,401(a) Employer Executive VOYA,1/2/21,51100,Fringe Benefits,41,,1,31326,41,,908.58,908.58,2021
17226,Annual Leave,1/2/21,51010,Salaries - Full Time,41,,1,31326,41,,"1,817.16","1,817.16",2021
17226,Holiday,1/2/21,51010,Salaries - Full Time,41,,1,31326,41,,"3,028.60","3,028.60",2021
17226,Management Leave,1/2/21,51010,Salaries - Full Time,41,,1,31326,41,,"5,754.34","5,754.34",2021
17226,Workers' Comp,1/2/21,57310,Workers Compensation,41,,1,31326,41,,"1,217.50","1,217.50",2021
18006,Vision Allotment,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,8.62,8.62,2021
18006,FFA / FMG Long Term Disability,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,12.25,12.25,2021
18006,Dental Allotment,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,58.47,58.47,2021
18006,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,43,,1,32376,43,,49.48,49.48,2021
18006,Workers' Comp,1/2/21,57310,Workers Compensation,43,,1,32376,43,,789.25,789.25,2021
18006,Cell Phone Data,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,15,15,2021
18006,Longevity Pay (Pct Based),1/2/21,51010,Salaries - Full Time,43,,1,32376,43,,"2,680.11","2,680.11",2021
18006,Medicare (ER),1/2/21,51100,Fringe Benefits,43,,1,32376,43,,290.12,290.12,2021
18006,CalPERS Classic - Fire (ER Plan Rate),1/2/21,51100,Fringe Benefits,43,,1,32376,43,,"1,625.25","1,625.25",2021
18006,Health Allotment,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,931.61,931.61,2021
18006,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,7.55,7.55,2021
18006,FMG Professional Development 2756,1/2/21,51010,Salaries - Full Time,43,,1,32376,43,,520.8,520.8,2021
18006,1959 PERS Survivor Benefit-Fire,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,0.87,0.87,2021
18006,Voice Cell Phone (Amt Based),1/2/21,51100,Fringe Benefits,43,,1,32376,43,,20,20,2021
18006,FLSA Premium (NEW),1/2/21,51030,Salaries-Overtime,43,,1,32376,43,,376.21,376.21,2021
18006,FPI,1/2/21,51010,Salaries - Full Time,43,,1,32376,43,,382.86,382.86,2021
18006,401(a) Employer VOYA,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,151.43,151.43,2021
18006,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,43,,1,32376,43,,1.7,1.7,2021
18006,CalPERS Fire UAL/POB,1/2/21,51063,Fire CalPERS UAL/POB,43,,1,32376,43,,"1,722.79","1,722.79",2021
19429,CalPERS PEPRA - Fire (ER Plan Rate),1/2/21,51100,Fringe Benefits,43,,1,31057,43,,622.34,622.34,2021
19429,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,4.81,4.81,2021
19429,FFA / FMG Long Term Disability,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,12.25,12.25,2021
19429,FLSA Premium (NEW),1/2/21,51030,Salaries-Overtime,43,,1,31057,43,,184.1,184.1,2021
19429,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,43,,1,31057,43,,18.9,18.9,2021
19429,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,1.09,1.09,2021
19429,CalPERS Fire UAL/POB,1/2/21,51063,Fire CalPERS UAL/POB,43,,1,31057,43,,659.69,659.69,2021
19429,FPI,1/2/21,51010,Salaries - Full Time,43,,1,31057,43,,209.76,209.76,2021
19429,401(a) Employer VOYA,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,109.38,109.38,2021
19429,Vision Allotment,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,8.62,8.62,2021
19429,Medicare (ER),1/2/21,51100,Fringe Benefits,43,,1,31057,43,,87.43,87.43,2021
19429,Dental Allotment,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,58.47,58.47,2021
19429,Workers' Comp,1/2/21,57310,Workers Compensation,43,,1,31057,43,,302.22,302.22,2021
19429,Health Reimbursemnt Account-Fire,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,273.45,273.45,2021
19429,Health Allotment,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,931.61,931.61,2021
19429,FFA Educational Incentive 2756,1/2/21,51010,Salaries - Full Time,43,,1,31057,43,,409.2,409.2,2021
19429,1959 PERS Survivor Benefit-Fire,1/2/21,51100,Fringe Benefits,43,,1,31057,43,,0.68,0.68,2021
19429,Medicare (ER),1/2/21,51100,Fringe Benefits,43,,1,31057,43,EM202,32.47,32.47,2021
19429,Hourly FT Regular,1/2/21,51010,Salaries - Full Time,43,,1,31057,43,,"2,517.12","2,517.12",2021
19429,Adjustment Entry - Subtract OT Portion of Allowances,1/2/21,51010,Salaries - Full Time,43,,1,31057,43,,-200.88,-200.88,2021
19429,Overtime @ 1.5,1/2/21,51030,Salaries-Overtime,43,,1,31057,43,,"1,258.56","1,258.56",2021
19429,1959 PERS Survivor Benefit-Fire,1/2/21,51100,Fringe Benefits,43,,1,31057,43,EM202,0.25,0.25,2021
19429,Workers' Comp,1/2/21,57310,Workers Compensation,43,,1,31057,43,EM202,112.23,112.23,2021
19429,CalPERS Fire UAL/POB,1/2/21,51063,Fire CalPERS UAL/POB,43,,1,31057,43,EM202,244.98,244.98,2021
19429,Adjustment Entry - Add OT Portion of Allowances,1/2/21,51030,Salaries-Overtime,43,,1,31057,43,,200.88,200.88,2021
19429,Hours Adjustment,1/2/21,51010,Salaries - Full Time,43,,1,31057,43,,349.6,349.6,2021
19429,CalPERS PEPRA - Fire (ER Plan Rate),1/2/21,51100,Fringe Benefits,43,,1,31057,43,EM202,231.11,231.11,2021
19429,Vacation,1/2/21,51010,Salaries - Full Time,43,,1,31057,43,,839.04,839.04,2021
19429,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,43,,1,31057,43,EM202,0.4,0.4,2021
19429,401(a) Employer VOYA,1/2/21,51100,Fringe Benefits,43,,1,31057,43,EM202,40.62,40.62,2021
19429,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,43,,1,31057,43,EM202,1.79,1.79,2021
19429,Overtime @ 1.5,1/2/21,51030,Salaries-Overtime,43,,1,31057,43,EM202,"2,517.12","2,517.12",2021
19429,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,43,,1,31057,43,EM202,7.02,7.02,2021
19429,Health Reimbursemnt Account-Fire,1/2/21,51100,Fringe Benefits,43,,1,31057,43,EM202,101.55,101.55,2021
18006,401(a) Employer VOYA,1/2/21,51100,Fringe Benefits,43,,1,32376,43,EM202,11.07,11.07,2021
18006,CalPERS Fire UAL/POB,1/2/21,51063,Fire CalPERS UAL/POB,43,,1,32376,43,EM202,125.89,125.89,2021
18006,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,43,,1,32376,43,EM202,3.62,3.62,2021
18006,Hourly FT Regular,1/2/21,51010,Salaries - Full Time,43,,1,32376,43,,"6,125.76","6,125.76",2021
18006,Hours Adjustment,1/2/21,51010,Salaries - Full Time,43,,1,32376,43,,638.1,638.1,2021
18006,Workers' Comp,1/2/21,57310,Workers Compensation,43,,1,32376,43,EM202,57.67,57.67,2021
18006,Overtime @ 1.5,1/2/21,51030,Salaries-Overtime,43,,1,32376,43,EM202,"1,531.44","1,531.44",2021
18006,Medicare (ER),1/2/21,51100,Fringe Benefits,43,,1,32376,43,EM202,21.2,21.2,2021
18006,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,43,,1,32376,43,EM202,0.55,0.55,2021
18006,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,43,,1,32376,43,EM202,0.12,0.12,2021
18006,Overtime @ 1.5,1/2/21,51030,Salaries-Overtime,43,,1,32376,43,,"2,297.16","2,297.16",2021
18006,Overtime @ 1.5,1/2/21,51030,Salaries-Overtime,43,,1,32376,43,,"6,891.48","6,891.48",2021
18006,Adjustment Entry - Subtract OT Portion of Allowances,1/2/21,51010,Salaries - Full Time,43,,1,32376,43,,"-1,920.58","-1,920.58",2021
18006,CalPERS Classic - Fire (ER Plan Rate),1/2/21,51100,Fringe Benefits,43,,1,32376,43,EM202,118.76,118.76,2021
18006,1959 PERS Survivor Benefit-Fire,1/2/21,51100,Fringe Benefits,43,,1,32376,43,EM202,0.06,0.06,2021
18006,Adjustment Entry - Add OT Portion of Allowances,1/2/21,51030,Salaries-Overtime,43,,1,32376,43,,"1,920.58","1,920.58",2021
18893,Medicare (ER),1/2/21,51100,Fringe Benefits,45,,1,34703,45,,83.39,83.39,2021
18893,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,45,,1,34703,45,,1.01,1.01,2021
18893,Vision Allotment,1/2/21,51100,Fringe Benefits,45,,1,34703,45,,4.8,4.8,2021
18893,Dental Allotment,1/2/21,51100,Fringe Benefits,45,,1,34703,45,,38.59,38.59,2021
18893,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,45,,1,34703,45,,33.46,33.46,2021
18893,OASDI (ER),1/2/21,51100,Fringe Benefits,45,,1,34703,45,,356.57,356.57,2021
18893,Health Allotment for Waived Coverage,1/2/21,51100,Fringe Benefits,45,,1,34703,45,,210,210,2021
18893,401(a) Employer VOYA,1/2/21,51100,Fringe Benefits,45,,1,34703,45,,112.5,112.5,2021
18893,Cell Phone Data,1/2/21,51100,Fringe Benefits,45,,1,34703,45,,15,15,2021
18893,Short Term Disability,1/2/21,57410,Disability/Unemployment,45,,1,34703,45,,0.68,0.68,2021
18893,Long Term Disability,1/2/21,57410,Disability/Unemployment,45,,1,34703,45,,33.62,33.62,2021
18893,Voice Cell Phone (Amt Based),1/2/21,51100,Fringe Benefits,45,,1,34703,45,,20,20,2021
18893,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,45,,1,34703,45,,4.5,4.5,2021
17072,Medicare (ER),1/2/21,51100,Fringe Benefits,45,,1,31389,45,,149.11,149.11,2021
17072,Voice Cell Phone (Amt Based),1/2/21,51100,Fringe Benefits,45,,1,31389,45,,20,20,2021
17072,Health Allotment,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,931.61,931.61,2021
17072,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,8.4,8.4,2021
17072,Cell Phone Data,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,15,15,2021
17072,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,45,,1,31389,45,,61.78,61.78,2021
17072,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,1.82,1.82,2021
17072,Vision Allotment,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,8.62,8.62,2021
17072,Dental Allotment,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,58.47,58.47,2021
17072,401(a) Employer VOYA,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,175,175,2021
17072,FFA / FMG Long Term Disability,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,12.25,12.25,2021
17072,Longevity Pay (Pct Based),1/2/21,51010,Salaries - Full Time,45,,1,31389,45,,"1,296.00","1,296.00",2021
17072,Annual Leave,1/2/21,51010,Salaries - Full Time,45,,1,31389,45,,"3,240.00","3,240.00",2021
17072,Hourly FT Regular,1/2/21,51010,Salaries - Full Time,45,,1,31389,45,,"3,240.00","3,240.00",2021
17072,CalPERS Fire UAL/POB,1/2/21,51063,Fire CalPERS UAL/POB,45,,1,31389,45,,"2,152.25","2,152.25",2021
17072,1959 PERS Survivor Benefit-Fire,1/2/21,51100,Fringe Benefits,45,,1,31389,45,,0.93,0.93,2021
17072,FMG Professional Development 2080,1/2/21,51010,Salaries - Full Time,45,,1,31389,45,,312.8,312.8,2021
17072,CalPERS Classic - Fire (ER Plan Rate),1/2/21,51100,Fringe Benefits,45,,1,31389,45,,"2,030.39","2,030.39",2021
17072,Holiday,1/2/21,51010,Salaries - Full Time,45,,1,31389,45,,"2,160.00","2,160.00",2021
17072,Workers' Comp,1/2/21,57310,Workers Compensation,45,,1,31389,45,,"1,030.01","1,030.01",2021
18893,Management Leave,1/2/21,51010,Salaries - Full Time,45,,1,34703,45,,"1,385.40","1,385.40",2021
18893,Hourly FT Regular,1/2/21,51010,Salaries - Full Time,45,,1,34703,45,,"2,770.80","2,770.80",2021
18893,Workers' Comp,1/2/21,57310,Workers Compensation,45,,1,34703,45,,34.92,34.92,2021
18893,Holiday,1/2/21,51010,Salaries - Full Time,45,,1,34703,45,,"1,385.40","1,385.40",2021
18893,CalPERS Classic - Misc (ER Plan Rate),1/2/21,51100,Fringe Benefits,45,,1,34703,45,,568.9,568.9,2021
18893,CalPERS Misc UAL/Loan,1/2/21,51064,Misc CalPERS UAL/Loan Misc,45,,1,34703,45,,498.74,498.74,2021
15123,PMG Holiday Worked,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,"1,664.08","1,664.08",2021
15123,CalPERS Classic - Police (ER Plan Rate),1/2/21,51100,Fringe Benefits,248,,1,31100,248,,"2,822.80","2,822.80",2021
15123,CalPERS Police UAL/POB,1/2/21,51062,Police CalPERS UAL/POB,248,,1,31100,248,,"3,035.54","3,035.54",2021
15123,Health Allotment,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,870.79,870.79,2021
15123,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,248,,1,31100,248,,76.19,76.19,2021
15123,Medicare (ER),1/2/21,51100,Fringe Benefits,248,,1,31100,248,,182.15,182.15,2021
15123,Cell Phone Data,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,15,15,2021
15123,Workers' Comp,1/2/21,57310,Workers Compensation,248,,1,31100,248,,"1,271.14","1,271.14",2021
15123,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,6.36,6.36,2021
15123,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,1.47,1.47,2021
15123,Vision VSP Executive,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,78.74,78.74,2021
15123,Voice Cell Phone (Amt Based),1/2/21,51100,Fringe Benefits,248,,1,31100,248,,35,35,2021
15123,Long Term Disability,1/2/21,57410,Disability/Unemployment,248,,1,31100,248,,62.99,62.99,2021
15123,Dental Allotment,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,58.47,58.47,2021
15123,Short Term Disability,1/2/21,57410,Disability/Unemployment,248,,1,31100,248,,0.68,0.68,2021
15123,Hourly FT Regular,1/2/21,51010,Salaries - Full Time,248,,1,31100,248,,"5,492.00","5,492.00",2021
15123,Holiday,1/2/21,51010,Salaries - Full Time,248,,1,31100,248,,"5,492.00","5,492.00",2021
15123,401(a) Employer Executive VOYA,1/2/21,51100,Fringe Benefits,248,,1,31100,248,,823.8,823.8,2021
17104,Voice Cell Phone (Amt Based),1/2/21,51100,Fringe Benefits,161,,34,30956,161,,35,35,2021
17104,Vision VSP Executive,1/2/21,51100,Fringe Benefits,161,,34,30956,161,,78.74,78.74,2021
17104,OASDI (ER),1/2/21,51100,Fringe Benefits,161,,34,30956,161,,453.86,453.86,2021
17104,Auto Allowance,1/2/21,51210,Auto Allowance,161,,34,30956,161,,250,250,2021
17104,Dental Allotment,1/2/21,51100,Fringe Benefits,161,,34,30956,161,,58.47,58.47,2021
17104,Workers' Comp,1/2/21,57310,Workers Compensation,161,,34,30956,161,,46.48,46.48,2021
17104,Long Term Disability,1/2/21,57410,Disability/Unemployment,161,,34,30956,161,,43.23,43.23,2021
17104,Medicare (ER),1/2/21,51100,Fringe Benefits,161,,34,30956,161,,106.14,106.14,2021
17104,Short Term Disability,1/2/21,57410,Disability/Unemployment,161,,34,30956,161,,0.68,0.68,2021
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/2/21,57410,Disability/Unemployment,161,,34,30956,161,,43.06,43.06,2021
17104,Health Allotment,1/2/21,51100,Fringe Benefits,161,,34,30956,161,,870.79,870.79,2021
17104,Group Basic Life Insurance,1/2/21,51100,Fringe Benefits,161,,34,30956,161,,6.36,6.36,2021
17104,Cell Phone Data,1/2/21,51100,Fringe Benefits,161,,34,30956,161,,15,15,2021
17104,Accidental Death & Dismemberment,1/2/21,51100,Fringe Benefits,161,,34,30956,161,,1.47,1.47,2021
17104,Holiday,1/2/21,51010,Salaries - Full Time,161,,34,30956,161,,"2,316.08","2,316.08",2021
17104,CalPERS Classic - Misc (ER Plan Rate),1/2/21,51100,Fringe Benefits,161,,34,30956,161,,731.6,731.6,2021
17104,CalPERS Misc UAL/Loan,1/2/21,51064,Misc CalPERS UAL/Loan Misc,161,,34,30956,161,,641.38,641.38,2021
17104,401(a) Employer Executive VOYA,1/2/21,51100,Fringe Benefits,161,,34,30956,161,,534.48,534.48,2021
17104,Annual Leave,1/2/21,51010,Salaries - Full Time,161,,34,30956,161,,"4,810.32","4,810.32",2021
18606,Long Term Disability,1/2/21,57410,Disability/Unemployment,162,,34,32170,162,,23.39,23.39,2021
