EmployeeId,PayComponent,EndDatefromPeriod,Account,Account_Name,Deptid,ProjectID,FundCode,PositionID,Emp_Dept_ID,ProgramCode,Ledger_Budget_Debit_minus_Credit,TransactionAmount,FiscalYearName
17104,Health Allotment,1/6/18,51100,Fringe Benefits,162,,34,30956,161,,783.62,783.62,2018
17104,Long Term Disability,1/6/18,57410,Disability/Unemployment,162,,34,30956,161,,33.18,33.18,2018
17104,Vision Allotment,1/6/18,51100,Fringe Benefits,162,,34,30956,161,,9.08,9.08,2018
17104,Short Term Disability,1/6/18,57410,Disability/Unemployment,162,,34,30956,161,,0.66,0.66,2018
17104,Group Basic Life Insurance,1/6/18,51100,Fringe Benefits,162,,34,30956,161,,5.45,5.45,2018
17104,CalPERS Classic - Misc (ER Plan Rate-UAL),1/6/18,51100,Fringe Benefits,162,,34,30956,161,,462.33,462.33,2018
17104,CalPERS Classic - Misc (ER Plan Rate),1/6/18,51100,Fringe Benefits,162,,34,30956,161,,472.84,472.84,2018
17104,OPEBRT,1/6/18,51100,Fringe Benefits,162,,34,30956,161,,44.3,44.3,2018
17104,OPEB,1/6/18,51100,Fringe Benefits,162,,34,30956,161,,163.52,163.52,2018
17104,Hourly FT Regular,1/6/18,51010,Salaries - Full Time,162,,34,30956,161,,"1,624.03","1,624.03",2018
17104,Annual Leave,1/6/18,51010,Salaries - Full Time,162,,34,30956,161,,"1,270.98","1,270.98",2018
17104,Holiday,1/6/18,51010,Salaries - Full Time,162,,34,30956,161,,"2,541.96","2,541.96",2018
17104,Short Term Disability,1/6/18,57410,Disability/Unemployment,202,,34,30956,161,,0.02,0.02,2018
17104,CalPERS Classic - Misc (ER Plan Rate-UAL),1/6/18,51100,Fringe Benefits,202,,34,30956,161,,15.22,15.22,2018
17104,Group Basic Life Insurance,1/6/18,51100,Fringe Benefits,202,,34,30956,161,,0.18,0.18,2018
17104,Accidental Death & Dismemberment,1/6/18,51100,Fringe Benefits,202,,34,30956,161,,0.03,0.03,2018
17104,OASDI (ER),1/6/18,51100,Fringe Benefits,202,,34,30956,161,,11.38,11.38,2018
17104,CalPERS Classic - Misc (ER Plan Rate),1/6/18,51100,Fringe Benefits,202,,34,30956,161,,15.56,15.56,2018
17104,OPEBRT,1/6/18,51100,Fringe Benefits,202,,34,30956,161,,1.46,1.46,2018
17104,OPEB,1/6/18,51100,Fringe Benefits,202,,34,30956,161,,5.38,5.38,2018
17104,Medicare (ER),1/6/18,51100,Fringe Benefits,202,,34,30956,161,,2.66,2.66,2018
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/6/18,57410,Disability/Unemployment,202,,34,30956,161,,1.09,1.09,2018
17104,401(a) Employer ICMA,1/6/18,51100,Fringe Benefits,202,,34,30956,161,,3.59,3.59,2018
17104,Workers' Comp,1/6/18,57310,Workers Compensation,202,,34,30956,161,,1.16,1.16,2018
17104,Long Term Disability,1/6/18,57410,Disability/Unemployment,202,,34,30956,161,,1.09,1.09,2018
17104,Hourly FT Regular,1/6/18,51010,Salaries - Full Time,202,,34,30956,161,,211.83,211.83,2018
17104,Group Basic Life Insurance,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,2.29,2.29,2017
17104,Accidental Death & Dismemberment,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,0.44,0.44,2017
17104,401(a) Employer ICMA,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,67.35,67.35,2017
17104,Long Term Disability,1/7/17,57410,Disability/Unemployment,161,,34,30956,161,,18.97,18.97,2017
17104,Short Term Disability,1/7/17,57410,Disability/Unemployment,161,,34,30956,161,,0.41,0.41,2017
17104,Voice Cell Phone (Amt Based),1/7/17,51100,Fringe Benefits,161,,34,30956,161,,20,20,2017
17104,Health Allotment,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,690,690,2017
17104,Cell Phone Data,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,15,15,2017
17104,Vision Allotment,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,9.08,9.08,2017
17104,Dental Allotment,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,62.2,62.2,2017
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/7/17,57410,Disability/Unemployment,161,,34,30956,161,,18.88,18.88,2017
17104,Medicare (ER),1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,30.29,30.29,2017
17104,OPEBRT,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,25.33,25.33,2017
17104,OPEBRT,1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,16.98,16.98,2017
17104,OPEB,1/7/17,51100,Fringe Benefits,161,,34,30956,161,,93.49,93.49,2017
17104,OPEB,1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,62.66,62.66,2017
17104,401(a) Employer ICMA,1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,45.15,45.15,2017
17104,Workers' Comp,1/7/17,57310,Workers Compensation,161,,34,30956,161,,19.7,19.7,2017
17104,Workers' Comp,1/7/17,57310,Workers Compensation,161,,34,30956,161,OIAAT,13.21,13.21,2017
17104,Long Term Disability,1/7/17,57410,Disability/Unemployment,161,,34,30956,161,OIAAT,12.71,12.71,2017
17104,Short Term Disability,1/7/17,57410,Disability/Unemployment,161,,34,30956,161,OIAAT,0.27,0.27,2017
17104,CalPERS Classic - Misc (ER Plan Rate),1/7/17,51100,Fringe Benefits,161,,34,30956,161,,518.48,518.48,2017
17104,CalPERS Classic - Misc (ER Plan Rate),1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,347.55,347.55,2017
17104,CalPERS Classic - Misc (ER Contribution),1/7/17,51100,Fringe Benefits,161,,34,30956,161,,30.9,30.9,2017
17104,CalPERS Classic - Misc (ER Contribution),1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,20.71,20.71,2017
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/7/17,57410,Disability/Unemployment,161,,34,30956,161,OIAAT,12.66,12.66,2017
17104,Group Basic Life Insurance,1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,1.54,1.54,2017
17104,Accidental Death & Dismemberment,1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,0.29,0.29,2017
17104,OASDI (ER),1/7/17,51100,Fringe Benefits,161,,34,30956,161,,193.23,193.23,2017
17104,OASDI (ER),1/7/17,51100,Fringe Benefits,161,,34,30956,161,OIAAT,129.52,129.52,2017
17104,Medicare (ER),1/7/17,51100,Fringe Benefits,161,,34,30956,161,,45.19,45.19,2017
17104,Hourly FT Regular,1/7/17,51010,Salaries - Full Time,161,,34,30956,161,,652.8,652.8,2017
17104,Hourly FT Regular,1/7/17,51010,Salaries - Full Time,161,,34,30956,161,OIAAT,"2,415.36","2,415.36",2017
17104,Holiday,1/7/17,51010,Salaries - Full Time,161,,34,30956,161,,"1,175.04","1,175.04",2017
17104,Annual Leave,1/7/17,51010,Salaries - Full Time,161,,34,30956,161,,979.2,979.2,2017
17104,Workers' Comp,1/18/20,57310,Workers Compensation,202,,22,30956,161,,0.94,0.94,2020
17104,Group Basic Life Insurance,1/18/20,51100,Fringe Benefits,202,,22,30956,161,,0.17,0.17,2020
17104,Long Term Disability,1/18/20,57410,Disability/Unemployment,202,,22,30956,161,,0.87,0.87,2020
17104,CalPERS Classic - Misc (ER Plan Rate-UAL),1/18/20,51100,Fringe Benefits,202,,22,30956,161,,17.2,17.2,2020
17104,CalPERS Classic - Misc (ER Plan Rate),1/18/20,51100,Fringe Benefits,202,,22,30956,161,,13.86,13.86,2020
17104,Medicare (ER),1/18/20,51100,Fringe Benefits,202,,22,30956,161,,2.16,2.16,2020
17104,Vision VSP Executive,1/18/20,51100,Fringe Benefits,202,,22,30956,161,,1.67,1.67,2020
17104,Hourly FT Regular,1/18/20,51010,Salaries - Full Time,202,,22,30956,161,,169.68,169.68,2020
17104,Accidental Death & Dismemberment,1/18/20,51100,Fringe Benefits,202,,22,30956,161,,0.03,0.03,2020
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/18/20,57410,Disability/Unemployment,202,,22,30956,161,,0.87,0.87,2020
17104,OASDI (ER),1/18/20,51100,Fringe Benefits,202,,22,30956,161,,9.25,9.25,2020
17104,401(a) Employer Executive VOYA,1/18/20,51100,Fringe Benefits,202,,22,30956,161,,10.78,10.78,2020
17104,Short Term Disability,1/18/20,57410,Disability/Unemployment,202,,22,30956,161,,0.01,0.01,2020
17104,Workers' Comp,1/18/20,57310,Workers Compensation,161,,34,30956,161,,43.4,43.4,2020
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/18/20,57410,Disability/Unemployment,161,,34,30956,161,,40.15,40.15,2020
17104,Cell Phone Data,1/18/20,51100,Fringe Benefits,161,,34,30956,161,,15,15,2020
17104,Health Allotment,1/18/20,51100,Fringe Benefits,161,,34,30956,161,,863.71,863.71,2020
17104,Long Term Disability,1/18/20,57410,Disability/Unemployment,161,,34,30956,161,,40.3,40.3,2020
17104,Voice Cell Phone (Amt Based),1/18/20,51100,Fringe Benefits,161,,34,30956,161,,35,35,2020
17104,Short Term Disability,1/18/20,57410,Disability/Unemployment,161,,34,30956,161,,0.67,0.67,2020
17104,Group Basic Life Insurance,1/18/20,51100,Fringe Benefits,161,,34,30956,161,,7.78,7.78,2020
17104,Medicare (ER),1/18/20,51100,Fringe Benefits,161,,34,30956,161,,99.99,99.99,2020
17104,Accidental Death & Dismemberment,1/18/20,51100,Fringe Benefits,161,,34,30956,161,,1.44,1.44,2020
17104,Auto Allowance,1/18/20,51210,Auto Allowance,161,,34,30956,161,,250,250,2020
17104,Vision VSP Executive,1/18/20,51100,Fringe Benefits,161,,34,30956,161,,77.07,77.07,2020
17104,Dental Allotment,1/18/20,51100,Fringe Benefits,161,,34,30956,161,,58.47,58.47,2020
17104,OASDI (ER),1/18/20,51100,Fringe Benefits,161,,34,30956,161,,427.5,427.5,2020
17104,401(a) Employer Executive VOYA,1/18/20,51100,Fringe Benefits,161,,34,30956,161,,498.26,498.26,2020
17104,Hourly FT Regular,1/18/20,51010,Salaries - Full Time,161,,34,30956,161,,"6,617.52","6,617.52",2020
17104,CalPERS Classic - Misc (ER Plan Rate),1/18/20,51100,Fringe Benefits,161,,34,30956,161,,640.29,640.29,2020
17104,CalPERS Classic - Misc (ER Plan Rate-UAL),1/18/20,51100,Fringe Benefits,161,,34,30956,161,,794.55,794.55,2020
17104,Group Basic Life Insurance,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,3.41,3.41,2019
17104,Auto Allowance,1/19/19,51210,Auto Allowance,162,,34,30956,161,,108.5,108.5,2019
17104,Accidental Death & Dismemberment,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,0.61,0.61,2019
17104,OASDI (ER),1/19/19,51100,Fringe Benefits,162,,34,30956,161,,220.38,220.38,2019
17104,Voice Cell Phone (Amt Based),1/19/19,51100,Fringe Benefits,162,,34,30956,161,,20,20,2019
17104,401(a) Employer VOYA,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,68.22,68.22,2019
17104,Health Allotment,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,804.23,804.23,2019
17104,Medicare (ER),1/19/19,51100,Fringe Benefits,162,,34,30956,161,,51.54,51.54,2019
17104,Vision Allotment,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,8.62,8.62,2019
17104,Workers' Comp,1/19/19,57310,Workers Compensation,162,,34,30956,161,,22.64,22.64,2019
17104,Dental Allotment,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,62.2,62.2,2019
17104,Long Term Disability,1/19/19,57410,Disability/Unemployment,162,,34,30956,161,,21.41,21.41,2019
17104,Short Term Disability,1/19/19,57410,Disability/Unemployment,162,,34,30956,161,,0.41,0.41,2019
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/19/19,57410,Disability/Unemployment,162,,34,30956,161,,21.3,21.3,2019
17104,Cell Phone Data,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,15,15,2019
17104,Hourly FT Regular,1/19/19,51010,Salaries - Full Time,162,,34,30956,161,,"3,127.39","3,127.39",2019
17104,OPEB,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,105.5,105.5,2019
17104,CalPERS Classic - Misc (ER Plan Rate),1/19/19,51100,Fringe Benefits,162,,34,30956,161,,317.48,317.48,2019
17104,CalPERS Classic - Misc (ER Plan Rate-UAL),1/19/19,51100,Fringe Benefits,162,,34,30956,161,,356.92,356.92,2019
17104,OPEBRT,1/19/19,51100,Fringe Benefits,162,,34,30956,161,,28.58,28.58,2019
17104,Accidental Death & Dismemberment,1/19/19,51100,Fringe Benefits,202,,34,30956,161,,0.4,0.4,2019
17104,OPEB,1/19/19,51100,Fringe Benefits,202,,34,30956,161,,68.48,68.48,2019
17104,OASDI (ER),1/19/19,51100,Fringe Benefits,202,,34,30956,161,,143.04,143.04,2019
17104,CalPERS Classic - Misc (ER Plan Rate),1/19/19,51100,Fringe Benefits,202,,34,30956,161,,206.06,206.06,2019
17104,Medicare (ER),1/19/19,51100,Fringe Benefits,202,,34,30956,161,,33.45,33.45,2019
17104,401(a) Employer VOYA,1/19/19,51100,Fringe Benefits,202,,34,30956,161,,44.28,44.28,2019
17104,Workers' Comp,1/19/19,57310,Workers Compensation,202,,34,30956,161,,14.7,14.7,2019
17104,Long Term Disability,1/19/19,57410,Disability/Unemployment,202,,34,30956,161,,13.89,13.89,2019
17104,Short Term Disability,1/19/19,57410,Disability/Unemployment,202,,34,30956,161,,0.27,0.27,2019
17104,CalPERS Classic - Misc (ER Plan Rate-UAL),1/19/19,51100,Fringe Benefits,202,,34,30956,161,,231.67,231.67,2019
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/19/19,57410,Disability/Unemployment,202,,34,30956,161,,13.82,13.82,2019
17104,OPEBRT,1/19/19,51100,Fringe Benefits,202,,34,30956,161,,18.55,18.55,2019
17104,Hourly FT Regular,1/19/19,51010,Salaries - Full Time,202,,34,30956,161,,"2,691.01","2,691.01",2019
17104,Group Basic Life Insurance,1/19/19,51100,Fringe Benefits,202,,34,30956,161,,2.22,2.22,2019
17104,Voice Cell Phone (Amt Based),1/20/18,51100,Fringe Benefits,162,,34,30956,161,,20,20,2018
17104,Group Basic Life Insurance,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,4.79,4.79,2018
17104,Auto Allowance,1/20/18,51210,Auto Allowance,162,,34,30956,161,,108.5,108.5,2018
17104,SUI (ER) Ontario Override Calculation (Do Not Use SUI (ER) shown in ER Paid Taxes Section below),1/20/18,57410,Disability/Unemployment,162,,34,30956,161,,29.03,29.03,2018
17104,Medicare (ER),1/20/18,51100,Fringe Benefits,162,,34,30956,161,,71.09,71.09,2018
17104,Dental Allotment,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,62.2,62.2,2018
17104,Accidental Death & Dismemberment,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,0.86,0.86,2018
17104,Health Allotment,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,783.62,783.62,2018
17104,OASDI (ER),1/20/18,51100,Fringe Benefits,162,,34,30956,161,,303.97,303.97,2018
17104,401(a) Employer ICMA,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,95.77,95.77,2018
17104,Vision Allotment,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,9.08,9.08,2018
17104,Workers' Comp,1/20/18,57310,Workers Compensation,162,,34,30956,161,,30.88,30.88,2018
17104,Cell Phone Data,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,15,15,2018
17104,Long Term Disability,1/20/18,57410,Disability/Unemployment,162,,34,30956,161,,29.17,29.17,2018
17104,Short Term Disability,1/20/18,57410,Disability/Unemployment,162,,34,30956,161,,0.58,0.58,2018
17104,CalPERS Classic - Misc (ER Plan Rate),1/20/18,51100,Fringe Benefits,162,,34,30956,161,,415.77,415.77,2018
17104,OPEBRT,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,38.95,38.95,2018
17104,OPEB,1/20/18,51100,Fringe Benefits,162,,34,30956,161,,143.78,143.78,2018
17104,CalPERS Classic - Misc (ER Plan Rate-UAL),1/20/18,51100,Fringe Benefits,162,,34,30956,161,,406.53,406.53,2018
